Sku,"Global Unique Id",Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Attribute Name (pa_700-watt)","Attribute Value (pa_700-watt)","Attribute In Variations (pa_700-watt)","Attribute Is Visible (pa_700-watt)","Attribute Is Taxonomy (pa_700-watt)","Attribute Name (pa_btu)","Attribute Value (pa_btu)","Attribute In Variations (pa_btu)","Attribute Is Visible (pa_btu)","Attribute Is Taxonomy (pa_btu)","Attribute Name (pa_hvac-attribute)","Attribute Value (pa_hvac-attribute)","Attribute In Variations (pa_hvac-attribute)","Attribute Is Visible (pa_hvac-attribute)","Attribute Is Taxonomy (pa_hvac-attribute)","Attribute Name (pa_hvac-component)","Attribute Value (pa_hvac-component)","Attribute In Variations (pa_hvac-component)","Attribute Is Visible (pa_hvac-component)","Attribute Is Taxonomy (pa_hvac-component)","Attribute Name (pa_refrigerant)","Attribute Value (pa_refrigerant)","Attribute In Variations (pa_refrigerant)","Attribute Is Visible (pa_refrigerant)","Attribute Is Taxonomy (pa_refrigerant)","Attribute Name (pa_technology)","Attribute Value (pa_technology)","Attribute In Variations (pa_technology)","Attribute Is Visible (pa_technology)","Attribute Is Taxonomy (pa_technology)","Attribute Name (pa_voltage)","Attribute Value (pa_voltage)","Attribute In Variations (pa_voltage)","Attribute Is Visible (pa_voltage)","Attribute Is Taxonomy (pa_voltage)","Attribute Name (pa_wattage)","Attribute Value (pa_wattage)","Attribute In Variations (pa_wattage)","Attribute Is Visible (pa_wattage)","Attribute Is Taxonomy (pa_wattage)","Product Type","Shipping Class","Product Visibility","Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured"
,,412,412,,outofstock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,115V,no,yes,yes,Wattage,,no,no,no,simple,,visible,https://jan-garay.com/wp-content/uploads/2025/02/MKTC1213X-16.jpg|https://jan-garay.com/wp-content/uploads/2025/02/MINI-SPLIT-BOX.png|https://jan-garay.com/wp-content/uploads/2025/02/MKTH1213C-16-ENERGYGUIDE-200x200-1.jpg,MKTC1213X-16.jpg|MINI-SPLIT-BOX.png|MKTH1213C-16-ENERGYGUIDE-200x200-1.jpg,/srv/htdocs/wp-content/uploads/2025/02/MKTC1213X-16.jpg|/srv/htdocs/wp-content/uploads/2025/02/MINI-SPLIT-BOX.png|/srv/htdocs/wp-content/uploads/2025/02/MKTH1213C-16-ENERGYGUIDE-200x200-1.jpg,3951|3952|3953,MKTC1213X-16|MINI-SPLIT-BOX|MKTH1213C-16-ENERGYGUIDE-200x200,||,||,"Everwell Single Zone 12K BTU 115V 17 SEER2|Everwell Single Zone 12K BTU 115V 17 SEER2|Everwell Single Zone 12K BTU 115V 17 SEER2",https://jan-garay.com/wp-content/uploads/2025/02/MKTC1213X-16.jpg
,,492.00,492.00,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,220V,no,yes,yes,Wattage,,no,no,no,simple,,visible,https://jan-garay.com/wp-content/uploads/2025/02/MKTC1213X-16.jpg|https://jan-garay.com/wp-content/uploads/2025/02/MINI-SPLIT-BOX.png|https://jan-garay.com/wp-content/uploads/2025/02/MKTH1213C-16-ENERGYGUIDE-200x200-1.jpg,MKTC1213X-16.jpg|MINI-SPLIT-BOX.png|MKTH1213C-16-ENERGYGUIDE-200x200-1.jpg,/srv/htdocs/wp-content/uploads/2025/02/MKTC1213X-16.jpg|/srv/htdocs/wp-content/uploads/2025/02/MINI-SPLIT-BOX.png|/srv/htdocs/wp-content/uploads/2025/02/MKTH1213C-16-ENERGYGUIDE-200x200-1.jpg,3951|3952|3953,MKTC1213X-16|MINI-SPLIT-BOX|MKTH1213C-16-ENERGYGUIDE-200x200,||,||,"Everwell Single Zone 12K BTU 115V 17 SEER2|Everwell Single Zone 12K BTU 115V 17 SEER2|Everwell Single Zone 12K BTU 115V 17 SEER2",https://jan-garay.com/wp-content/uploads/2025/02/MKTC1213X-16.jpg
,,795.68,795.68,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,220V,no,yes,yes,Wattage,,no,no,no,simple,,visible,https://jan-garay.com/wp-content/uploads/2025/02/MKTC1213X-16.jpg|https://jan-garay.com/wp-content/uploads/2025/02/MINI-SPLIT-BOX.png|https://jan-garay.com/wp-content/uploads/2025/02/MKTH1213C-16-ENERGYGUIDE-200x200-1.jpg,MKTC1213X-16.jpg|MINI-SPLIT-BOX.png|MKTH1213C-16-ENERGYGUIDE-200x200-1.jpg,/srv/htdocs/wp-content/uploads/2025/02/MKTC1213X-16.jpg|/srv/htdocs/wp-content/uploads/2025/02/MINI-SPLIT-BOX.png|/srv/htdocs/wp-content/uploads/2025/02/MKTH1213C-16-ENERGYGUIDE-200x200-1.jpg,3951|3952|3953,MKTC1213X-16|MINI-SPLIT-BOX|MKTH1213C-16-ENERGYGUIDE-200x200,||,||,"Everwell Single Zone 12K BTU 115V 17 SEER2|Everwell Single Zone 12K BTU 115V 17 SEER2|Everwell Single Zone 12K BTU 115V 17 SEER2",https://jan-garay.com/wp-content/uploads/2025/02/MKTC1213X-16.jpg
,,932.99,932.99,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,220V,no,yes,yes,Wattage,,no,no,no,simple,,visible,https://jan-garay.com/wp-content/uploads/2025/02/MKTC1213X-16.jpg|https://jan-garay.com/wp-content/uploads/2025/02/MINI-SPLIT-BOX.png|https://jan-garay.com/wp-content/uploads/2025/02/MKTH1213C-16-ENERGYGUIDE-200x200-1.jpg,MKTC1213X-16.jpg|MINI-SPLIT-BOX.png|MKTH1213C-16-ENERGYGUIDE-200x200-1.jpg,/srv/htdocs/wp-content/uploads/2025/02/MKTC1213X-16.jpg|/srv/htdocs/wp-content/uploads/2025/02/MINI-SPLIT-BOX.png|/srv/htdocs/wp-content/uploads/2025/02/MKTH1213C-16-ENERGYGUIDE-200x200-1.jpg,3951|3952|3953,MKTC1213X-16|MINI-SPLIT-BOX|MKTH1213C-16-ENERGYGUIDE-200x200,||,||,"Everwell Single Zone 12K BTU 115V 17 SEER2|Everwell Single Zone 12K BTU 115V 17 SEER2|Everwell Single Zone 12K BTU 115V 17 SEER2",https://jan-garay.com/wp-content/uploads/2025/02/MKTC1213X-16.jpg
,,968.27,968.27,,instock,,,0,">700 WATT",,no,no,no,BTU,12K,no,yes,yes,"HVAC Attribute",,no,no,no,"HVAC Component",Condenser|Evaporator,no,yes,yes,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,220V,no,yes,yes,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/05/conjunto-aire-aurus-1-scaled.png|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-4.avif|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-3.avif|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-2.avif|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-1.avif|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-5.avif,conjunto-aire-aurus-1-scaled.png|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-4.avif|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-3.avif|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-2.avif|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-1.avif|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-5.avif,/srv/htdocs/wp-content/uploads/2025/05/conjunto-aire-aurus-1-scaled.png|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-4.avif|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-3.avif|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-2.avif|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-1.avif|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-5.avif,4700|4148|4147|4146|4145|4149,"conjunto aire aurus|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU CoolingHeat 115V WIFI-4|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU CoolingHeat 115V WIFI-3|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU CoolingHeat 115V WIFI-2|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU CoolingHeat 115V WIFI-1|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU CoolingHeat 115V WIFI-5",|||||,|||||,"|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU Cooling/Heat 115V WIFI|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU Cooling/Heat 115V WIFI|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU Cooling/Heat 115V WIFI|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU Cooling/Heat 115V WIFI|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU Cooling/Heat 115V WIFI",https://jan-garay.com/wp-content/uploads/2025/05/conjunto-aire-aurus-1-scaled.png
,,1619.82,1619.82,,instock,,,0,">700 WATT",,no,no,no,BTU,24K,no,yes,yes,"HVAC Attribute",,no,no,no,"HVAC Component",Condenser|Evaporator,no,yes,yes,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,220V,no,yes,yes,Wattage,,no,no,no,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/05/conjunto-aire-aurus-scaled.png|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-24K-BTU-CoolingHeat-220V-WIFI-2.avif|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-24K-BTU-CoolingHeat-220V-WIFI-5.avif|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-24K-BTU-CoolingHeat-220V-WIFI-4.avif|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-24K-BTU-CoolingHeat-220V-WIFI-3.avif|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-24K-BTU-CoolingHeat-220V-WIFI-1.avif,conjunto-aire-aurus-scaled.png|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-24K-BTU-CoolingHeat-220V-WIFI-2.avif|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-24K-BTU-CoolingHeat-220V-WIFI-5.avif|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-24K-BTU-CoolingHeat-220V-WIFI-4.avif|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-24K-BTU-CoolingHeat-220V-WIFI-3.avif|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-24K-BTU-CoolingHeat-220V-WIFI-1.avif,/srv/htdocs/wp-content/uploads/2025/05/conjunto-aire-aurus-scaled.png|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-24K-BTU-CoolingHeat-220V-WIFI-2.avif|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-24K-BTU-CoolingHeat-220V-WIFI-5.avif|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-24K-BTU-CoolingHeat-220V-WIFI-4.avif|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-24K-BTU-CoolingHeat-220V-WIFI-3.avif|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-24K-BTU-CoolingHeat-220V-WIFI-1.avif,4693|4156|4159|4158|4157|4155,"conjunto aire aurus|AURUS Mini Split Inverter Star Series 24 SEER2 24K BTU CoolingHeat 220V WIFI-2|AURUS Mini Split Inverter Star Series 24 SEER2 24K BTU CoolingHeat 220V WIFI-5|AURUS Mini Split Inverter Star Series 24 SEER2 24K BTU CoolingHeat 220V WIFI-4|AURUS Mini Split Inverter Star Series 24 SEER2 24K BTU CoolingHeat 220V WIFI-3|AURUS Mini Split Inverter Star Series 24 SEER2 24K BTU CoolingHeat 220V WIFI-1",|||||,|||||,"|AURUS Mini Split Inverter Star Series 24 SEER2 24K BTU CoolingHeat 220V WIFI|AURUS Mini Split Inverter Star Series 24 SEER2 24K BTU CoolingHeat 220V WIFI|AURUS Mini Split Inverter Star Series 24 SEER2 24K BTU CoolingHeat 220V WIFI|AURUS Mini Split Inverter Star Series 24 SEER2 24K BTU CoolingHeat 220V WIFI|AURUS Mini Split Inverter Star Series 24 SEER2 24K BTU CoolingHeat 220V WIFI",https://jan-garay.com/wp-content/uploads/2025/05/conjunto-aire-aurus-scaled.png
,,1455,1455,,outofstock,,,1,">700 WATT",,no,no,no,BTU,36K,no,yes,yes,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,R-410A,no,yes,yes,Technology,,no,no,no,Voltage,220V,no,yes,yes,Wattage,,no,no,no,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/04/DXTX-DXTH.webp|https://jan-garay.com/wp-content/uploads/2025/04/Boxes-DX-500x600-1.webp,DXTX-DXTH.webp|Boxes-DX-500x600-1.webp,/srv/htdocs/wp-content/uploads/2025/04/DXTX-DXTH.webp|/srv/htdocs/wp-content/uploads/2025/04/Boxes-DX-500x600-1.webp,4161|4160,DXTX-DXTH|Boxes-DX-500x600-1,|,|,"Daizuki Single Zone 36K BTU 220V 17 SEER2|Daizuki Single Zone 36K BTU 220V 17 SEER2",https://jan-garay.com/wp-content/uploads/2025/04/DXTX-DXTH.webp
,,444.36,444.36,,instock,,,0,">700 WATT",,no,no,no,BTU,12K,no,yes,yes,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,R-410A,no,yes,yes,Technology,,no,no,no,Voltage,220V,no,yes,yes,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/DXLC.webp|https://jan-garay.com/wp-content/uploads/2025/04/Singlezone-Tree.webp,DXLC.webp|Singlezone-Tree.webp,/srv/htdocs/wp-content/uploads/2025/04/DXLC.webp|/srv/htdocs/wp-content/uploads/2025/04/Singlezone-Tree.webp,4162|4163,DXLC|Singlezone-Tree,|,|,"Daizuki Single Zone Inverter Light Commercial Outdoor 12K BTU 25 SEER2 208-230V R410A|",https://jan-garay.com/wp-content/uploads/2025/04/DXLC.webp
,,690,690,,instock,,,0,">700 WATT",,no,no,no,BTU,18K,no,yes,yes,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,R-410A,no,yes,yes,Technology,,no,no,no,Voltage,220V,no,yes,yes,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/DXLC.webp|https://jan-garay.com/wp-content/uploads/2025/04/Singlezone-Tree.webp,DXLC.webp|Singlezone-Tree.webp,/srv/htdocs/wp-content/uploads/2025/04/DXLC.webp|/srv/htdocs/wp-content/uploads/2025/04/Singlezone-Tree.webp,4162|4163,DXLC|Singlezone-Tree,|,|,"Daizuki Single Zone Inverter Light Commercial Outdoor 12K BTU 25 SEER2 208-230V R410A|",https://jan-garay.com/wp-content/uploads/2025/04/DXLC.webp
,,710,710,,instock,,,0,">700 WATT",,no,no,no,BTU,24K,no,yes,yes,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,R-410A,no,yes,yes,Technology,,no,no,no,Voltage,220V,no,yes,yes,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/DXLC.webp|https://jan-garay.com/wp-content/uploads/2025/04/Singlezone-Tree.webp,DXLC.webp|Singlezone-Tree.webp,/srv/htdocs/wp-content/uploads/2025/04/DXLC.webp|/srv/htdocs/wp-content/uploads/2025/04/Singlezone-Tree.webp,4162|4163,DXLC|Singlezone-Tree,|,|,"Daizuki Single Zone Inverter Light Commercial Outdoor 12K BTU 25 SEER2 208-230V R410A|",https://jan-garay.com/wp-content/uploads/2025/04/DXLC.webp
,,18.45,18.45,,instock,,,1,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/EDB-30F1_EDB-60F1.jpg|https://jan-garay.com/wp-content/uploads/2025/04/EDB-30F1_EDB-60F1_EDB-60N1.jpg|https://jan-garay.com/wp-content/uploads/2025/04/EDB-30F1_EDB-60F1-2.jpg|https://jan-garay.com/wp-content/uploads/2025/04/EDB-30F1_EDB-60F1_EDB-60N1-2-100x100-1.jpg,EDB-30F1_EDB-60F1.jpg|EDB-30F1_EDB-60F1_EDB-60N1.jpg|EDB-30F1_EDB-60F1-2.jpg|EDB-30F1_EDB-60F1_EDB-60N1-2-100x100-1.jpg,/srv/htdocs/wp-content/uploads/2025/04/EDB-30F1_EDB-60F1.jpg|/srv/htdocs/wp-content/uploads/2025/04/EDB-30F1_EDB-60F1_EDB-60N1.jpg|/srv/htdocs/wp-content/uploads/2025/04/EDB-30F1_EDB-60F1-2.jpg|/srv/htdocs/wp-content/uploads/2025/04/EDB-30F1_EDB-60F1_EDB-60N1-2-100x100-1.jpg,4164|4165|4167|4166,"EDB-30F1_EDB-60F1|EDB-30F1_EDB-60F1_EDB-60N1|EDB-30F1_EDB-60F1-2|xr:d:DAFZ_2eTSpM:606,j:4252947878023154892,t:24040515","|||xr:d:DAFZ_2eTSpM:606,j:4252947878023154892,t:24040515",|||,"Everwell Disconnect Box - 30 AMPS Fused EDB-30F1|Everwell Disconnect Box - 30 AMPS Fused EDB-30F1|Everwell Disconnect Box - 30 AMPS Fused EDB-30F1|Everwell Disconnect Box - 30 AMPS Fused EDB-30F1",https://jan-garay.com/wp-content/uploads/2025/04/EDB-30F1_EDB-60F1.jpg
,,19.68,19.68,,instock,,,1,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/EDB-30F1_EDB-60F1-1.jpg|https://jan-garay.com/wp-content/uploads/2025/04/EDB-30F1_EDB-60F1_EDB-60N1-1.jpg|https://jan-garay.com/wp-content/uploads/2025/04/EDB-30F1_EDB-60F1_EDB-60N1-2-100x100-2.jpg|https://jan-garay.com/wp-content/uploads/2025/04/EDB-30F1_EDB-60F1-2-1.jpg,EDB-30F1_EDB-60F1-1.jpg|EDB-30F1_EDB-60F1_EDB-60N1-1.jpg|EDB-30F1_EDB-60F1_EDB-60N1-2-100x100-2.jpg|EDB-30F1_EDB-60F1-2-1.jpg,/srv/htdocs/wp-content/uploads/2025/04/EDB-30F1_EDB-60F1-1.jpg|/srv/htdocs/wp-content/uploads/2025/04/EDB-30F1_EDB-60F1_EDB-60N1-1.jpg|/srv/htdocs/wp-content/uploads/2025/04/EDB-30F1_EDB-60F1_EDB-60N1-2-100x100-2.jpg|/srv/htdocs/wp-content/uploads/2025/04/EDB-30F1_EDB-60F1-2-1.jpg,4168|4169|4170|4171,"EDB-30F1_EDB-60F1|EDB-30F1_EDB-60F1_EDB-60N1|xr:d:DAFZ_2eTSpM:606,j:4252947878023154892,t:24040515|EDB-30F1_EDB-60F1-2","||xr:d:DAFZ_2eTSpM:606,j:4252947878023154892,t:24040515|",|||,"Everwell Disconnect Box - 60 AMPS Fused EDB-60F1|Everwell Disconnect Box - 60 AMPS Fused EDB-60F1|Everwell Disconnect Box - 60 AMPS Fused EDB-60F1|",https://jan-garay.com/wp-content/uploads/2025/04/EDB-30F1_EDB-60F1-1.jpg
,,70,70,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/LS1538-14X12.jpg,LS1538-14X12.jpg,/srv/htdocs/wp-content/uploads/2025/04/LS1538-14X12.jpg,4172,LS1538-14X12,,,"Everwell TWIN TUBE LINE SET",https://jan-garay.com/wp-content/uploads/2025/04/LS1538-14X12.jpg
,,65,65,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/LS1538-14X12.jpg,LS1538-14X12.jpg,/srv/htdocs/wp-content/uploads/2025/04/LS1538-14X12.jpg,4172,LS1538-14X12,,,"Everwell TWIN TUBE LINE SET",https://jan-garay.com/wp-content/uploads/2025/04/LS1538-14X12.jpg
,,105,105,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/LS1538-14X12.jpg,LS1538-14X12.jpg,/srv/htdocs/wp-content/uploads/2025/04/LS1538-14X12.jpg,4172,LS1538-14X12,,,"Everwell TWIN TUBE LINE SET",https://jan-garay.com/wp-content/uploads/2025/04/LS1538-14X12.jpg
,,98,98,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/LS1538-14X12.jpg,LS1538-14X12.jpg,/srv/htdocs/wp-content/uploads/2025/04/LS1538-14X12.jpg,4172,LS1538-14X12,,,"Everwell TWIN TUBE LINE SET",https://jan-garay.com/wp-content/uploads/2025/04/LS1538-14X12.jpg
,,155,155,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/LS1538-14X12.jpg,LS1538-14X12.jpg,/srv/htdocs/wp-content/uploads/2025/04/LS1538-14X12.jpg,4172,LS1538-14X12,,,"Everwell TWIN TUBE LINE SET",https://jan-garay.com/wp-content/uploads/2025/04/LS1538-14X12.jpg
,,115.50,115.50,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/LS1538-14X12.jpg,LS1538-14X12.jpg,/srv/htdocs/wp-content/uploads/2025/04/LS1538-14X12.jpg,4172,LS1538-14X12,,,"Everwell TWIN TUBE LINE SET",https://jan-garay.com/wp-content/uploads/2025/04/LS1538-14X12.jpg
,,110,110,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/LS1538-14X12.jpg,LS1538-14X12.jpg,/srv/htdocs/wp-content/uploads/2025/04/LS1538-14X12.jpg,4172,LS1538-14X12,,,"Everwell TWIN TUBE LINE SET",https://jan-garay.com/wp-content/uploads/2025/04/LS1538-14X12.jpg
,,160,160,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/LS1538-14X12.jpg,LS1538-14X12.jpg,/srv/htdocs/wp-content/uploads/2025/04/LS1538-14X12.jpg,4172,LS1538-14X12,,,"Everwell TWIN TUBE LINE SET",https://jan-garay.com/wp-content/uploads/2025/04/LS1538-14X12.jpg
,,241.99,241.99,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/LS1538-14X12.jpg,LS1538-14X12.jpg,/srv/htdocs/wp-content/uploads/2025/04/LS1538-14X12.jpg,4172,LS1538-14X12,,,"Everwell TWIN TUBE LINE SET",https://jan-garay.com/wp-content/uploads/2025/04/LS1538-14X12.jpg
,,205,205,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/LS1538-14X12.jpg,LS1538-14X12.jpg,/srv/htdocs/wp-content/uploads/2025/04/LS1538-14X12.jpg,4172,LS1538-14X12,,,"Everwell TWIN TUBE LINE SET",https://jan-garay.com/wp-content/uploads/2025/04/LS1538-14X12.jpg
